"Date","Municipality","Trip Duration","Membership Type","No of Trips","Miles Travelled"
"2/1/2015","Alexandria, VA","0.5 - 1 hr","Annual","16","0"
"2/1/2015","Alexandria, VA","1 - 1.5 hr","24-hr Pass","4","0"
"2/1/2015","Alexandria, VA","1 - 1.5 hr","Annual","1","0"
"2/1/2015","Alexandria, VA","1.5 - 2 hr","24-hr Pass","0","0"
"2/1/2015","Alexandria, VA","1.5 - 2 hr","Annual","0","0"
"2/1/2015","Alexandria, VA","2 - 3 hr","24-hr Pass","7","0"
"2/1/2015","Alexandria, VA","2 - 3 hr","Annual","0","0"
"2/1/2015","Alexandria, VA","3 - 4 hr","24-hr Pass","2","0"
"2/1/2015","Alexandria, VA","3 - 4 hr","Annual","1","0"
"2/1/2015","Alexandria, VA","4 - 5 hr","24-hr Pass","0","0"
"2/1/2015","Alexandria, VA","4 - 5 hr","Annual","0","0"
"2/1/2015","Alexandria, VA","5 - 24 hr","24-hr Pass","0","0"
"2/1/2015","Alexandria, VA","5 - 24 hr","Annual","6","0"
"2/1/2015","Arlington, VA","<0.5 hr","24-hr Pass","235","0"
"2/1/2015","Arlington, VA","<0.5 hr","Annual","6552","8758"
"2/1/2015","Arlington, VA","0.5 - 1 hr","24-hr Pass","57","0"
"2/1/2015","Arlington, VA","0.5 - 1 hr","Annual","99","0"
"2/1/2015","Arlington, VA","1 - 1.5 hr","24-hr Pass","35","0"
"2/1/2015","Arlington, VA","1 - 1.5 hr","Annual","7","0"
"2/1/2015","Arlington, VA","1.5 - 2 hr","24-hr Pass","8","0"
"2/1/2015","Arlington, VA","1.5 - 2 hr","Annual","2","0"
"2/1/2015","Arlington, VA","2 - 3 hr","24-hr Pass","2","0"
"2/1/2015","Arlington, VA","2 - 3 hr","Annual","3","0"
"2/1/2015","Arlington, VA","3 - 4 hr","24-hr Pass","1","0"
"2/1/2015","Arlington, VA","3 - 4 hr","Annual","0","0"
"2/1/2015","Arlington, VA","4 - 5 hr","24-hr Pass","1","0"
"2/1/2015","Arlington, VA","4 - 5 hr","Annual","0","0"
"2/1/2015","Arlington, VA","5 - 24 hr","24-hr Pass","1","0"
"2/1/2015","Arlington, VA","5 - 24 hr","Annual","3","0"
"2/1/2015","Rest of Montgomery County","<0.5 hr","24-hr Pass","44","0"
"2/1/2015","Rest of Montgomery County","<0.5 hr","Annual","1109","1770"
"2/1/2015","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","22","0"
"2/1/2015","Rest of Montgomery County","0.5 - 1 hr","Annual","35","0"
"2/1/2015","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","17","0"
"2/1/2015","Rest of Montgomery County","1 - 1.5 hr","Annual","5","0"
"2/1/2015","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","2","0"
"2/1/2015","Rest of Montgomery County","1.5 - 2 hr","Annual","1","0"
"2/1/2015","Rest of Montgomery County","2 - 3 hr","24-hr Pass","2","0"
"2/1/2015","Rest of Montgomery County","2 - 3 hr","Annual","0","0"
"2/1/2015","Rest of Montgomery County","3 - 4 hr","24-hr Pass","0","0"
"2/1/2015","Rest of Montgomery County","3 - 4 hr","Annual","0","0"
"2/1/2015","Rest of Montgomery County","4 - 5 hr","24-hr Pass","0","0"
"2/1/2015","Rest of Montgomery County","4 - 5 hr","Annual","0","0"
"2/1/2015","Rest of Montgomery County","5 - 24 hr","24-hr Pass","1","0"
"2/1/2015","Rest of Montgomery County","5 - 24 hr","Annual","1","0"
"2/1/2015","Rockville/Shady Grove","<0.5 hr","24-hr Pass","14","0"
"2/1/2015","Rockville/Shady Grove","<0.5 hr","Annual","131","230"
"2/1/2015","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","1","0"
"2/1/2015","Rockville/Shady Grove","0.5 - 1 hr","Annual","2","0"
"2/1/2015","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","0","0"
"2/1/2015","Rockville/Shady Grove","1 - 1.5 hr","Annual","0","0"
"2/1/2015","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","0","0"
"2/1/2015","Rockville/Shady Grove","1.5 - 2 hr","Annual","0","0"
"2/1/2015","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","0","0"
"2/1/2015","Rockville/Shady Grove","2 - 3 hr","Annual","1","0"
"2/1/2015","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","0","0"
"2/1/2015","Rockville/Shady Grove","3 - 4 hr","Annual","0","0"
"2/1/2015","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","0","0"
"2/1/2015","Rockville/Shady Grove","4 - 5 hr","Annual","0","0"
"2/1/2015","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","0","0"
"2/1/2015","Rockville/Shady Grove","5 - 24 hr","Annual","0","0"
"2/1/2015","Washington, DC","<0.5 hr","24-hr Pass","4147","0"
"2/1/2015","Washington, DC","<0.5 hr","Annual","93327","143259"
"2/1/2015","Washington, DC","0.5 - 1 hr","24-hr Pass","983","0"
"2/1/2015","Washington, DC","0.5 - 1 hr","Annual","843","0"
"2/1/2015","Washington, DC","1 - 1.5 hr","24-hr Pass","386","0"
"2/1/2015","Washington, DC","1 - 1.5 hr","Annual","76","0"
"2/1/2015","Washington, DC","1.5 - 2 hr","24-hr Pass","190","0"
"2/1/2015","Washington, DC","1.5 - 2 hr","Annual","23","0"
"2/1/2015","Washington, DC","2 - 3 hr","24-hr Pass","129","0"
"2/1/2015","Washington, DC","2 - 3 hr","Annual","21","0"
"2/1/2015","Washington, DC","3 - 4 hr","24-hr Pass","24","0"
"2/1/2015","Washington, DC","3 - 4 hr","Annual","3","0"
"2/1/2015","Washington, DC","4 - 5 hr","24-hr Pass","16","0"
"2/1/2015","Washington, DC","4 - 5 hr","Annual","3","0"
"2/1/2015","Washington, DC","5 - 24 hr","24-hr Pass","13","0"
"2/1/2015","Washington, DC","5 - 24 hr","Annual","35","0"
"3/1/2015","Alexandria, VA","<0.5 hr","24-hr Pass","208","0"
"3/1/2015","Alexandria, VA","<0.5 hr","Annual","1908","4849"
"3/1/2015","Alexandria, VA","0.5 - 1 hr","24-hr Pass","68","0"
"3/1/2015","Alexandria, VA","0.5 - 1 hr","Annual","82","0"
"3/1/2015","Alexandria, VA","1 - 1.5 hr","24-hr Pass","44","0"
"3/1/2015","Alexandria, VA","1 - 1.5 hr","Annual","16","0"
"3/1/2015","Alexandria, VA","1.5 - 2 hr","24-hr Pass","33","0"
"3/1/2015","Alexandria, VA","1.5 - 2 hr","Annual","7","0"
"3/1/2015","Alexandria, VA","2 - 3 hr","24-hr Pass","5","0"
"3/1/2015","Alexandria, VA","2 - 3 hr","Annual","0","0"
"3/1/2015","Alexandria, VA","3 - 4 hr","24-hr Pass","5","0"
"3/1/2015","Alexandria, VA","3 - 4 hr","Annual","0","0"
"3/1/2015","Alexandria, VA","4 - 5 hr","24-hr Pass","3","0"
"3/1/2015","Alexandria, VA","4 - 5 hr","Annual","0","0"
"3/1/2015","Alexandria, VA","5 - 24 hr","24-hr Pass","14","0"
"3/1/2015","Alexandria, VA","5 - 24 hr","Annual","3","0"
"3/1/2015","Arlington, VA","<0.5 hr","24-hr Pass","1117","0"
"3/1/2015","Arlington, VA","<0.5 hr","Annual","11216","22462"
"3/1/2015","Arlington, VA","0.5 - 1 hr","24-hr Pass","356","0"
"3/1/2015","Arlington, VA","0.5 - 1 hr","Annual","334","0"
"3/1/2015","Arlington, VA","1 - 1.5 hr","24-hr Pass","131","0"
"3/1/2015","Arlington, VA","1 - 1.5 hr","Annual","18","0"
"3/1/2015","Arlington, VA","1.5 - 2 hr","24-hr Pass","78","0"
"3/1/2015","Arlington, VA","1.5 - 2 hr","Annual","7","0"
"3/1/2015","Arlington, VA","2 - 3 hr","24-hr Pass","38","0"
"3/1/2015","Arlington, VA","2 - 3 hr","Annual","2","0"
"3/1/2015","Arlington, VA","3 - 4 hr","24-hr Pass","15","0"
"3/1/2015","Arlington, VA","3 - 4 hr","Annual","0","0"
"3/1/2015","Arlington, VA","4 - 5 hr","24-hr Pass","4","0"
"3/1/2015","Arlington, VA","4 - 5 hr","Annual","1","0"
"3/1/2015","Arlington, VA","5 - 24 hr","24-hr Pass","16","0"
"3/1/2015","Arlington, VA","5 - 24 hr","Annual","4","0"
"3/1/2015","Rest of Montgomery County","<0.5 hr","24-hr Pass","138","0"
"3/1/2015","Rest of Montgomery County","<0.5 hr","Annual","1929","4135"
"3/1/2015","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","99","0"
"3/1/2015","Rest of Montgomery County","0.5 - 1 hr","Annual","92","0"
"3/1/2015","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","34","0"
"3/1/2015","Rest of Montgomery County","1 - 1.5 hr","Annual","16","0"
"3/1/2015","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","25","0"
"3/1/2015","Rest of Montgomery County","1.5 - 2 hr","Annual","3","0"
"3/1/2015","Rest of Montgomery County","2 - 3 hr","24-hr Pass","10","0"
"3/1/2015","Rest of Montgomery County","2 - 3 hr","Annual","2","0"
"3/1/2015","Rest of Montgomery County","3 - 4 hr","24-hr Pass","1","0"
"3/1/2015","Rest of Montgomery County","3 - 4 hr","Annual","0","0"
"3/1/2015","Rest of Montgomery County","4 - 5 hr","24-hr Pass","1","0"
"3/1/2015","Rest of Montgomery County","4 - 5 hr","Annual","0","0"
"3/1/2015","Rest of Montgomery County","5 - 24 hr","24-hr Pass","1","0"
"3/1/2015","Rest of Montgomery County","5 - 24 hr","Annual","0","0"
"3/1/2015","Rockville/Shady Grove","<0.5 hr","24-hr Pass","35","0"
"3/1/2015","Rockville/Shady Grove","<0.5 hr","Annual","207","540"
"3/1/2015","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","24","0"
"3/1/2015","Rockville/Shady Grove","0.5 - 1 hr","Annual","1","0"
"3/1/2015","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","4","0"
"3/1/2015","Rockville/Shady Grove","1 - 1.5 hr","Annual","0","0"
"3/1/2015","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","2","0"
"3/1/2015","Rockville/Shady Grove","1.5 - 2 hr","Annual","0","0"
"3/1/2015","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","2","0"
"3/1/2015","Rockville/Shady Grove","2 - 3 hr","Annual","0","0"
"3/1/2015","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","0","0"
"3/1/2015","Rockville/Shady Grove","3 - 4 hr","Annual","0","0"
"3/1/2015","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","0","0"
"3/1/2015","Rockville/Shady Grove","4 - 5 hr","Annual","0","0"
"3/1/2015","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","0","0"
"3/1/2015","Rockville/Shady Grove","5 - 24 hr","Annual","1","0"
"3/1/2015","Washington, DC","<0.5 hr","24-hr Pass","20544","0"
"3/1/2015","Washington, DC","<0.5 hr","Annual","141381","328186"
"3/1/2015","Washington, DC","0.5 - 1 hr","24-hr Pass","5687","0"
"3/1/2015","Washington, DC","0.5 - 1 hr","Annual","2114","0"
"3/1/2015","Washington, DC","1 - 1.5 hr","24-hr Pass","2292","0"
"3/1/2015","Washington, DC","1 - 1.5 hr","Annual","178","0"
"3/1/2015","Washington, DC","1.5 - 2 hr","24-hr Pass","1372","0"
"3/1/2015","Washington, DC","1.5 - 2 hr","Annual","70","0"
"3/1/2015","Washington, DC","2 - 3 hr","24-hr Pass","946","0"
"3/1/2015","Washington, DC","2 - 3 hr","Annual","52","0"
"3/1/2015","Washington, DC","3 - 4 hr","24-hr Pass","192","0"
"3/1/2015","Washington, DC","3 - 4 hr","Annual","14","0"
"3/1/2015","Washington, DC","4 - 5 hr","24-hr Pass","51","0"
"3/1/2015","Washington, DC","4 - 5 hr","Annual","8","0"
"3/1/2015","Washington, DC","5 - 24 hr","24-hr Pass","91","0"
"3/1/2015","Washington, DC","5 - 24 hr","Annual","33","0"
"4/1/2015","Alexandria, VA","<0.5 hr","24-hr Pass","721","0"
"4/1/2015","Alexandria, VA","<0.5 hr","Annual","3067","10885"
"4/1/2015","Alexandria, VA","0.5 - 1 hr","24-hr Pass","239","0"
"4/1/2015","Alexandria, VA","0.5 - 1 hr","Annual","116","0"
"4/1/2015","Alexandria, VA","1 - 1.5 hr","24-hr Pass","138","0"
"4/1/2015","Alexandria, VA","1 - 1.5 hr","Annual","31","0"
"4/1/2015","Alexandria, VA","1.5 - 2 hr","24-hr Pass","87","0"
"4/1/2015","Alexandria, VA","1.5 - 2 hr","Annual","18","0"
"4/1/2015","Alexandria, VA","2 - 3 hr","24-hr Pass","61","0"
"4/1/2015","Alexandria, VA","2 - 3 hr","Annual","4","0"
"4/1/2015","Alexandria, VA","3 - 4 hr","24-hr Pass","23","0"
"4/1/2015","Alexandria, VA","3 - 4 hr","Annual","3","0"
"4/1/2015","Alexandria, VA","4 - 5 hr","24-hr Pass","7","0"
"4/1/2015","Alexandria, VA","4 - 5 hr","Annual","0","0"
"4/1/2015","Alexandria, VA","5 - 24 hr","24-hr Pass","13","0"
"4/1/2015","Alexandria, VA","5 - 24 hr","Annual","3","0"
"4/1/2015","Arlington, VA","<0.5 hr","24-hr Pass","3610","0"
"4/1/2015","Arlington, VA","<0.5 hr","Annual","18160","54489"
"4/1/2015","Arlington, VA","0.5 - 1 hr","24-hr Pass","1288","0"
"4/1/2015","Arlington, VA","0.5 - 1 hr","Annual","829","0"
"4/1/2015","Arlington, VA","1 - 1.5 hr","24-hr Pass","581","0"
"4/1/2015","Arlington, VA","1 - 1.5 hr","Annual","64","0"
"4/1/2015","Arlington, VA","1.5 - 2 hr","24-hr Pass","264","0"
"4/1/2015","Arlington, VA","1.5 - 2 hr","Annual","25","0"
"4/1/2015","Arlington, VA","2 - 3 hr","24-hr Pass","239","0"
"4/1/2015","Arlington, VA","2 - 3 hr","Annual","12","0"
"4/1/2015","Arlington, VA","3 - 4 hr","24-hr Pass","79","0"
"4/1/2015","Arlington, VA","3 - 4 hr","Annual","8","0"
"4/1/2015","Arlington, VA","4 - 5 hr","24-hr Pass","20","0"
"4/1/2015","Arlington, VA","4 - 5 hr","Annual","3","0"
"4/1/2015","Arlington, VA","5 - 24 hr","24-hr Pass","30","0"
"4/1/2015","Arlington, VA","5 - 24 hr","Annual","5","0"
"4/1/2015","Rest of Montgomery County","<0.5 hr","24-hr Pass","394","0"
"4/1/2015","Rest of Montgomery County","<0.5 hr","Annual","2923","10755"
"4/1/2015","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","251","0"
"4/1/2015","Rest of Montgomery County","0.5 - 1 hr","Annual","193","0"
"4/1/2015","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","170","0"
"4/1/2015","Rest of Montgomery County","1 - 1.5 hr","Annual","46","0"
"4/1/2015","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","77","0"
"4/1/2015","Rest of Montgomery County","1.5 - 2 hr","Annual","5","0"
"4/1/2015","Rest of Montgomery County","2 - 3 hr","24-hr Pass","58","0"
"4/1/2015","Rest of Montgomery County","2 - 3 hr","Annual","4","0"
"4/1/2015","Rest of Montgomery County","3 - 4 hr","24-hr Pass","22","0"
"4/1/2015","Rest of Montgomery County","3 - 4 hr","Annual","1","0"
"4/1/2015","Rest of Montgomery County","4 - 5 hr","24-hr Pass","4","0"
"4/1/2015","Rest of Montgomery County","4 - 5 hr","Annual","0","0"
"4/1/2015","Rest of Montgomery County","5 - 24 hr","24-hr Pass","7","0"
"4/1/2015","Rest of Montgomery County","5 - 24 hr","Annual","2","0"
"4/1/2015","Rockville/Shady Grove","<0.5 hr","24-hr Pass","114","0"
"4/1/2015","Rockville/Shady Grove","<0.5 hr","Annual","355","1295"
"4/1/2015","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","44","0"
"4/1/2015","Rockville/Shady Grove","0.5 - 1 hr","Annual","7","0"
"4/1/2015","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","13","0"
"4/1/2015","Rockville/Shady Grove","1 - 1.5 hr","Annual","2","0"
"4/1/2015","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","2","0"
"4/1/2015","Rockville/Shady Grove","1.5 - 2 hr","Annual","4","0"
"4/1/2015","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","7","0"
"4/1/2015","Rockville/Shady Grove","2 - 3 hr","Annual","2","0"
"4/1/2015","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","0","0"
"4/1/2015","Rockville/Shady Grove","3 - 4 hr","Annual","0","0"
"4/1/2015","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","0","0"
"4/1/2015","Rockville/Shady Grove","4 - 5 hr","Annual","0","0"
"4/1/2015","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","3","0"
"4/1/2015","Rockville/Shady Grove","5 - 24 hr","Annual","1","0"
"4/1/2015","Washington, DC","<0.5 hr","24-hr Pass","50246","0"
"4/1/2015","Washington, DC","<0.5 hr","Annual","203460","688665"
"4/1/2015","Washington, DC","0.5 - 1 hr","24-hr Pass","18049","0"
"4/1/2015","Washington, DC","0.5 - 1 hr","Annual","5411","0"
"4/1/2015","Washington, DC","1 - 1.5 hr","24-hr Pass","7081","0"
"4/1/2015","Washington, DC","1 - 1.5 hr","Annual","562","0"
"4/1/2015","Washington, DC","1.5 - 2 hr","24-hr Pass","3995","0"
"4/1/2015","Washington, DC","1.5 - 2 hr","Annual","181","0"
"4/1/2015","Washington, DC","2 - 3 hr","24-hr Pass","3085","0"
"4/1/2015","Washington, DC","2 - 3 hr","Annual","127","0"
"4/1/2015","Washington, DC","3 - 4 hr","24-hr Pass","821","0"
"4/1/2015","Washington, DC","3 - 4 hr","Annual","38","0"
"4/1/2015","Washington, DC","4 - 5 hr","24-hr Pass","260","0"
"4/1/2015","Washington, DC","4 - 5 hr","Annual","16","0"
"4/1/2015","Washington, DC","5 - 24 hr","24-hr Pass","304","0"
"4/1/2015","Washington, DC","5 - 24 hr","Annual","86","0"
"5/1/2015","Alexandria, VA","<0.5 hr","24-hr Pass","877","0"
"5/1/2015","Alexandria, VA","<0.5 hr","Annual","3768","14487"
"5/1/2015","Alexandria, VA","0.5 - 1 hr","24-hr Pass","347","0"
"5/1/2015","Alexandria, VA","0.5 - 1 hr","Annual","161","0"
"5/1/2015","Alexandria, VA","1 - 1.5 hr","24-hr Pass","219","0"
"5/1/2015","Alexandria, VA","1 - 1.5 hr","Annual","37","0"
"5/1/2015","Alexandria, VA","1.5 - 2 hr","24-hr Pass","98","0"
"5/1/2015","Alexandria, VA","1.5 - 2 hr","Annual","12","0"
"5/1/2015","Alexandria, VA","2 - 3 hr","24-hr Pass","79","0"
"5/1/2015","Alexandria, VA","2 - 3 hr","Annual","4","0"
"5/1/2015","Alexandria, VA","3 - 4 hr","24-hr Pass","29","0"
"5/1/2015","Alexandria, VA","3 - 4 hr","Annual","1","0"
"5/1/2015","Alexandria, VA","4 - 5 hr","24-hr Pass","17","0"
"5/1/2015","Alexandria, VA","4 - 5 hr","Annual","1","0"
"5/1/2015","Alexandria, VA","5 - 24 hr","24-hr Pass","11","0"
"5/1/2015","Alexandria, VA","5 - 24 hr","Annual","4","0"
"5/1/2015","Arlington, VA","<0.5 hr","24-hr Pass","3875","0"
"5/1/2015","Arlington, VA","<0.5 hr","Annual","21502","68854"
"5/1/2015","Arlington, VA","0.5 - 1 hr","24-hr Pass","1700","0"
"5/1/2015","Arlington, VA","0.5 - 1 hr","Annual","997","0"
"5/1/2015","Arlington, VA","1 - 1.5 hr","24-hr Pass","735","0"
"5/1/2015","Arlington, VA","1 - 1.5 hr","Annual","73","0"
"5/1/2015","Arlington, VA","1.5 - 2 hr","24-hr Pass","373","0"
"5/1/2015","Arlington, VA","1.5 - 2 hr","Annual","29","0"
"5/1/2015","Arlington, VA","2 - 3 hr","24-hr Pass","281","0"
"5/1/2015","Arlington, VA","2 - 3 hr","Annual","12","0"
"5/1/2015","Arlington, VA","3 - 4 hr","24-hr Pass","115","0"
"5/1/2015","Arlington, VA","3 - 4 hr","Annual","7","0"
"5/1/2015","Arlington, VA","4 - 5 hr","24-hr Pass","37","0"
"5/1/2015","Arlington, VA","4 - 5 hr","Annual","5","0"
"5/1/2015","Arlington, VA","5 - 24 hr","24-hr Pass","41","0"
"5/1/2015","Arlington, VA","5 - 24 hr","Annual","6","0"
"5/1/2015","Rest of Montgomery County","<0.5 hr","24-hr Pass","489","0"
"5/1/2015","Rest of Montgomery County","<0.5 hr","Annual","3333","14273"
"5/1/2015","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","361","0"
"5/1/2015","Rest of Montgomery County","0.5 - 1 hr","Annual","277","0"
"5/1/2015","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","241","0"
"5/1/2015","Rest of Montgomery County","1 - 1.5 hr","Annual","45","0"
"5/1/2015","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","95","0"
"5/1/2015","Rest of Montgomery County","1.5 - 2 hr","Annual","8","0"
"5/1/2015","Rest of Montgomery County","2 - 3 hr","24-hr Pass","72","0"
"5/1/2015","Rest of Montgomery County","2 - 3 hr","Annual","9","0"
"5/1/2015","Rest of Montgomery County","3 - 4 hr","24-hr Pass","21","0"
"5/1/2015","Rest of Montgomery County","3 - 4 hr","Annual","2","0"
"5/1/2015","Rest of Montgomery County","4 - 5 hr","24-hr Pass","15","0"
"5/1/2015","Rest of Montgomery County","4 - 5 hr","Annual","1","0"
"5/1/2015","Rest of Montgomery County","5 - 24 hr","24-hr Pass","14","0"
"5/1/2015","Rest of Montgomery County","5 - 24 hr","Annual","3","0"
"5/1/2015","Rockville/Shady Grove","<0.5 hr","24-hr Pass","112","0"
"5/1/2015","Rockville/Shady Grove","<0.5 hr","Annual","446","1709"
"5/1/2015","Rockville/Shady Grove","0.5 - 1 hr","24-hr Pass","46","0"
"5/1/2015","Rockville/Shady Grove","0.5 - 1 hr","Annual","6","0"
"5/1/2015","Rockville/Shady Grove","1 - 1.5 hr","24-hr Pass","22","0"
"5/1/2015","Rockville/Shady Grove","1 - 1.5 hr","Annual","3","0"
"5/1/2015","Rockville/Shady Grove","1.5 - 2 hr","24-hr Pass","12","0"
"5/1/2015","Rockville/Shady Grove","1.5 - 2 hr","Annual","0","0"
"5/1/2015","Rockville/Shady Grove","2 - 3 hr","24-hr Pass","2","0"
"5/1/2015","Rockville/Shady Grove","2 - 3 hr","Annual","0","0"
"5/1/2015","Rockville/Shady Grove","3 - 4 hr","24-hr Pass","2","0"
"5/1/2015","Rockville/Shady Grove","3 - 4 hr","Annual","0","0"
"5/1/2015","Rockville/Shady Grove","4 - 5 hr","24-hr Pass","1","0"
"5/1/2015","Rockville/Shady Grove","4 - 5 hr","Annual","0","0"
"5/1/2015","Rockville/Shady Grove","5 - 24 hr","24-hr Pass","8","0"
"5/1/2015","Rockville/Shady Grove","5 - 24 hr","Annual","2","0"
"5/1/2015","Washington, DC","<0.5 hr","24-hr Pass","55981","0"
"5/1/2015","Washington, DC","<0.5 hr","Annual","226795","775554"
"5/1/2015","Washington, DC","0.5 - 1 hr","24-hr Pass","19593","0"
"5/1/2015","Washington, DC","0.5 - 1 hr","Annual","6170","0"
"5/1/2015","Washington, DC","1 - 1.5 hr","24-hr Pass","7257","0"
"5/1/2015","Washington, DC","1 - 1.5 hr","Annual","647","0"
"5/1/2015","Washington, DC","1.5 - 2 hr","24-hr Pass","4018","0"
"5/1/2015","Washington, DC","1.5 - 2 hr","Annual","244","0"
"5/1/2015","Washington, DC","2 - 3 hr","24-hr Pass","3433","0"
"5/1/2015","Washington, DC","2 - 3 hr","Annual","122","0"
"5/1/2015","Washington, DC","3 - 4 hr","24-hr Pass","897","0"
"5/1/2015","Washington, DC","3 - 4 hr","Annual","26","0"
"5/1/2015","Washington, DC","4 - 5 hr","24-hr Pass","316","0"
"5/1/2015","Washington, DC","4 - 5 hr","Annual","16","0"
"5/1/2015","Washington, DC","5 - 24 hr","24-hr Pass","355","0"
"5/1/2015","Washington, DC","5 - 24 hr","Annual","75","0"
"6/1/2015","Alexandria, VA","<0.5 hr","24-hr Pass","547","0"
"6/1/2015","Alexandria, VA","<0.5 hr","Annual","3728","10549"
"6/1/2015","Alexandria, VA","0.5 - 1 hr","24-hr Pass","182","0"
"6/1/2015","Alexandria, VA","0.5 - 1 hr","Annual","133","0"
"6/1/2015","Alexandria, VA","1 - 1.5 hr","24-hr Pass","132","0"
"6/1/2015","Alexandria, VA","1 - 1.5 hr","Annual","22","0"
"6/1/2015","Alexandria, VA","1.5 - 2 hr","24-hr Pass","61","0"
"6/1/2015","Alexandria, VA","1.5 - 2 hr","Annual","6","0"
"6/1/2015","Alexandria, VA","2 - 3 hr","24-hr Pass","59","0"
"6/1/2015","Alexandria, VA","2 - 3 hr","Annual","3","0"
"6/1/2015","Alexandria, VA","3 - 4 hr","24-hr Pass","17","0"
"6/1/2015","Alexandria, VA","3 - 4 hr","Annual","1","0"
"6/1/2015","Alexandria, VA","4 - 5 hr","24-hr Pass","10","0"
"6/1/2015","Alexandria, VA","4 - 5 hr","Annual","0","0"
"6/1/2015","Alexandria, VA","5 - 24 hr","24-hr Pass","14","0"
"6/1/2015","Alexandria, VA","5 - 24 hr","Annual","6","0"
"6/1/2015","Arlington, VA","<0.5 hr","24-hr Pass","2479","0"
"6/1/2015","Arlington, VA","<0.5 hr","Annual","20072","50134"
"6/1/2015","Arlington, VA","0.5 - 1 hr","24-hr Pass","983","0"
"6/1/2015","Arlington, VA","0.5 - 1 hr","Annual","707","0"
"6/1/2015","Arlington, VA","1 - 1.5 hr","24-hr Pass","396","0"
"6/1/2015","Arlington, VA","1 - 1.5 hr","Annual","51","0"
"6/1/2015","Arlington, VA","1.5 - 2 hr","24-hr Pass","226","0"
"6/1/2015","Arlington, VA","1.5 - 2 hr","Annual","18","0"
"6/1/2015","Arlington, VA","2 - 3 hr","24-hr Pass","203","0"
"6/1/2015","Arlington, VA","2 - 3 hr","Annual","21","0"
"6/1/2015","Arlington, VA","3 - 4 hr","24-hr Pass","46","0"
"6/1/2015","Arlington, VA","3 - 4 hr","Annual","2","0"
"6/1/2015","Arlington, VA","4 - 5 hr","24-hr Pass","20","0"
"6/1/2015","Arlington, VA","4 - 5 hr","Annual","4","0"
"6/1/2015","Arlington, VA","5 - 24 hr","24-hr Pass","22","0"
"6/1/2015","Arlington, VA","5 - 24 hr","Annual","3","0"
"6/1/2015","Rest of Montgomery County","<0.5 hr","24-hr Pass","280","0"
"6/1/2015","Rest of Montgomery County","<0.5 hr","Annual","3201","9655"
"6/1/2015","Rest of Montgomery County","0.5 - 1 hr","24-hr Pass","219","0"
"6/1/2015","Rest of Montgomery County","0.5 - 1 hr","Annual","243","0"
"6/1/2015","Rest of Montgomery County","1 - 1.5 hr","24-hr Pass","151","0"
"6/1/2015","Rest of Montgomery County","1 - 1.5 hr","Annual","25","0"
"6/1/2015","Rest of Montgomery County","1.5 - 2 hr","24-hr Pass","37","0"
"6/1/2015","Rest of Montgomery County","1.5 - 2 hr","Annual","8","0"
"6/1/2015","Rest of Montgomery County","2 - 3 hr","24-hr Pass","39","0"
"6/1/2015","Rest of Montgomery County","2 - 3 hr","Annual","4","0"
"6/1/2015","Rest of Montgomery County","3 - 4 hr","24-hr Pass","7","0"
"6/1/2015","Rest of Montgomery County","3 - 4 hr","Annual","0","0"
"6/1/2015","Rest of Montgomery County","4 - 5 hr","24-hr Pass","4","0"
"6/1/2015","Rest of Montgomery County","4 - 5 hr","Annual","0","0"
"6/1/2015","Rest of Montgomery County","5 - 24 hr","24-hr Pass","5","0"
"6/1/2015","Rest of Montgomery County","5 - 24 hr","Annual","1","0"
